ID,Category,Artist,Title,Year,Image URL,Painting Info URL,Artist Info URL,color
57726ff3edc2cb3880bc56a7,Neoclassicism,Jacques-Louis David,"The Consecration of the Emperor Napoleon and the Coronation of the Empress Josephine by Pope Pius VII, 2nd December 1804",1807,https://uploads6.wikiart.org/images/jacques-louis-david/the-consecration-of-the-emperor-napoleon-and-the-coronation-of-the-empress-josephine-by-pope-1807.jpg,https://www.wikiart.org/en/jacques-louis-david/the-consecration-of-the-emperor-napoleon-and-the-coronation-of-the-empress-josephine-by-pope-1807,https://www.wikiart.org/en/jacques-louis-david,"(60, 37, 25)"
577288deedc2cb38800bdf0f,Art Informel,Karl Otto Gotz,Untitled,1958,https://uploads7.wikiart.org/images/karl-otto-gotz/untitled-1958.jpg,https://www.wikiart.org/en/karl-otto-gotz/untitled-1958,https://www.wikiart.org/en/karl-otto-gotz,"(220, 196, 192)"
57726e25edc2cb3880b60a8b,Expressionism,Edvard Munch,The Sick Child (later),1907,https://uploads2.wikiart.org/images/edvard-munch/the-sick-child-1886.jpg,https://www.wikiart.org/en/edvard-munch/the-sick-child-1886,https://www.wikiart.org/en/edvard-munch,"(71, 69, 63)"
577288ddedc2cb38800bde1d,Minimalism,Herbert Zangs,Peinture-Relief,1955,https://uploads4.wikiart.org/images/herbert-zangs/peinture-relief-1955.jpg,https://www.wikiart.org/en/herbert-zangs/peinture-relief-1955,https://www.wikiart.org/en/herbert-zangs,"(200, 191, 187)"
577287d9edc2cb38800895a7,Neo-Expressionism,Joan Brown,Self Portrait with Cloud &amp; Cigarette,1964,https://uploads2.wikiart.org/images/joan-brown/self-portrait-with-cloud-cigarette-1964.jpg,https://www.wikiart.org/en/joan-brown/self-portrait-with-cloud-cigarette-1964,https://www.wikiart.org/en/joan-brown,"(174, 117, 71)"
57727dd9edc2cb3880e90d51,Baroque,Adriaen van de Venne,Princes Maurits and Frederik Hendrik of Orange at the Valkenburg horse fair,1618,https://uploads3.wikiart.org/images/adriaen-van-de-venne/princes-maurits-and-frederik-hendrik-of-orange-at-the-valkenburg-horse-fair.jpg,https://www.wikiart.org/en/adriaen-van-de-venne/princes-maurits-and-frederik-hendrik-of-orange-at-the-valkenburg-horse-fair,https://www.wikiart.org/en/adriaen-van-de-venne,"(53, 45, 26)"
57726f83edc2cb3880bb117d,Realism,Honore Daumier,Don Quixote and Sancho Pansa Having a Rest under a Tree,1855,https://uploads4.wikiart.org/images/honore-daumier/don-quixote-and-sancho-pansa-having-a-rest-under-a-tree.jpg,https://www.wikiart.org/en/honore-daumier/don-quixote-and-sancho-pansa-having-a-rest-under-a-tree-1855,https://www.wikiart.org/en/honore-daumier,"(205, 206, 189)"
577286cdedc2cb3880056d93,Abstract Art,Victor Servranckx,Red Rotation,1922,https://uploads5.wikiart.org/images/victor-servranckx/red-rotation-1922.jpg,https://www.wikiart.org/en/victor-servranckx/red-rotation-1922,https://www.wikiart.org/en/victor-servranckx,"(66, 43, 38)"
57728742edc2cb388006c6c8,Art Informel,Antonio Areal,Opus II n&#186; 40,1961,https://uploads1.wikiart.org/images/antonio-areal/opus-ii-n-40-1961.jpg,https://www.wikiart.org/en/antonio-areal/opus-ii-n-40-1961,https://www.wikiart.org/en/antonio-areal,"(187, 167, 133)"
577284fbedc2cb3880ffab14,Neo-Expressionism,Corneille,Planets,1974,https://uploads1.wikiart.org/images/corneille/planets-1974.jpg,https://www.wikiart.org/en/corneille/planets-1974,https://www.wikiart.org/en/corneille,"(202, 126, 85)"
577287afedc2cb388007fc5b,Minimalism,Antonio Calderara,Spazio Luce,1961,https://uploads4.wikiart.org/images/antonio-calderara/spazio-luce-1961.jpg,https://www.wikiart.org/en/antonio-calderara/spazio-luce-1961,https://www.wikiart.org/en/antonio-calderara,"(6, 114, 137)"
57728459edc2cb3880fdb65d,Lyrical Abstraction,Afro,Figure,XX cent.,https://uploads8.wikiart.org/images/afro/figure.jpg,https://www.wikiart.org/en/afro/figure,https://www.wikiart.org/en/afro,"(204, 193, 190)"
5772819cedc2cb3880f501c7,Surrealism,Eileen Agar,The Reaper,1938,https://uploads6.wikiart.org/images/eileen-agar/the-reaper-1938.jpg,https://www.wikiart.org/en/eileen-agar/the-reaper-1938,https://www.wikiart.org/en/eileen-agar,"(224, 206, 197)"
577286a6edc2cb388004df04,Minimalism,Lynda Benglis,Corner Piece,1969,https://uploads1.wikiart.org/images/lynda-benglis/corner-piece-1969.jpg,https://www.wikiart.org/en/lynda-benglis/corner-piece-1969,https://www.wikiart.org/en/lynda-benglis,"(152, 59, 25)"
57727fe2edc2cb3880ef5ab8,Color Field Painting,Alma Woodsey Thomas,Atmospheric Effects I,1970,https://uploads7.wikiart.org/images/alma-woodsey-thomas/atmospheric-effects-i-1970.jpg,https://www.wikiart.org/en/alma-woodsey-thomas/atmospheric-effects-i-1970,https://www.wikiart.org/en/alma-woodsey-thomas,"(17, 32, 65)"
57727014edc2cb3880bce964,Baroque,Francisco de Zurbaran,St. Apollonia,1636,https://uploads6.wikiart.org/images/francisco-zurbaran/st-apollonia-1636.jpg,https://www.wikiart.org/en/francisco-de-zurbaran/st-apollonia-1636,https://www.wikiart.org/en/francisco-de-zurbaran,"(227, 187, 141)"
57726f48edc2cb3880ba012f,Romanticism,Francisco Goya,Charles IV of Spain and his family,1800,https://uploads6.wikiart.org/images/francisco-goya/charles-iv-of-spain-and-his-family-1800.jpg,https://www.wikiart.org/en/francisco-goya/charles-iv-of-spain-and-his-family-1800,https://www.wikiart.org/en/francisco-goya,"(38, 21, 21)"
577271d3edc2cb3880c2e4cf,Romanticism,Orest Kiprensky,Portrait of Alexander Pushkin,1827,https://uploads2.wikiart.org/images/orest-kiprensky/portrait-of-alexander-pushkin-1827.jpg,https://www.wikiart.org/en/orest-kiprensky/portrait-of-alexander-pushkin-1827,https://www.wikiart.org/en/orest-kiprensky,"(47, 32, 10)"
577284e7edc2cb3880ff375a,Post-Impressionism,Roger Fry,"View on the Cote d&#39;Azur, Menton",1916,https://uploads6.wikiart.org/images/roger-fry/view-on-the-cote-d-azur-menton-1916.jpg,https://www.wikiart.org/en/roger-fry/view-on-the-cote-d-azur-menton-1916,https://www.wikiart.org/en/roger-fry,"(127, 94, 71)"
57726e47edc2cb3880b699f7,Realism,Charles-Francois Daubigny,French Coastal Scene,1868,https://uploads3.wikiart.org/images/charles-francois-daubigny/french-coastal-scene-1868.jpg,https://www.wikiart.org/en/charles-francois-daubigny/french-coastal-scene-1868,https://www.wikiart.org/en/charles-francois-daubigny,"(151, 120, 105)"
57728984edc2cb38800de804,Rococo,Joseph-Marie Vien,Greek Woman at the Bath,1767,https://uploads7.wikiart.org/images/joseph-marie-vien/greek-woman-at-the-bath-1767.jpg,https://www.wikiart.org/en/joseph-marie-vien/greek-woman-at-the-bath-1767,https://www.wikiart.org/en/joseph-marie-vien,"(65, 55, 30)"
57727023edc2cb3880bcfefa,Early Renaissance,Pietro Perugino,Christ Handing the Keys to St. Peter,1481-1482,https://uploads8.wikiart.org/images/pietro-perugino/christ-handing-the-keys-to-st-peter-1482.jpg,https://www.wikiart.org/en/pietro-perugino/christ-handing-the-keys-to-st-peter-1482,https://www.wikiart.org/en/pietro-perugino,"(79, 70, 70)"
5772842cedc2cb3880fd1c07,Art Informel,Willi Baumeister,Monturi with Red and Blue,1953,https://uploads8.wikiart.org/images/willi-baumeister/monturi-with-red-and-blue-1953.jpg,https://www.wikiart.org/en/willi-baumeister/monturi-with-red-and-blue-1953,https://www.wikiart.org/en/willi-baumeister,"(233, 232, 227)"
57727ffeedc2cb3880efda19,Expressionism,Tivadar Kosztka Csontvary,Teacher in Morocco,1908,https://uploads1.wikiart.org/images/tivadar-kosztka-csontvary/teacher-in-morocco-1908.jpg,https://www.wikiart.org/en/tivadar-kosztka-csontvary/teacher-in-morocco-1908,https://www.wikiart.org/en/tivadar-kosztka-csontvary,"(107, 109, 88)"
577283d7edc2cb3880fbee6c,Abstract Expressionism,Marcel Barbeau,Virgin Forest,1948,https://uploads3.wikiart.org/images/marcel-barbeau/virgin-forest-1948.jpg,https://www.wikiart.org/en/marcel-barbeau/virgin-forest-1948,https://www.wikiart.org/en/marcel-barbeau,"(70, 62, 54)"
57728204edc2cb3880f63d8a,Abstract Art,S. H. Raza,Clocher du Village,1958,https://uploads1.wikiart.org/images/syed-haider-raza/clocher-du-village-1958.jpg,https://www.wikiart.org/en/s-h-raza/clocher-du-village-1958,https://www.wikiart.org/en/s-h-raza,"(38, 44, 45)"
57728228edc2cb3880f6c6a5,Post-Impressionism,Janos Tornyai,Wheatland with Woman of Shawl,1912,https://uploads0.wikiart.org/images/janos-tornyai/wheatland-with-woman-of-shawl-1912.jpg,https://www.wikiart.org/en/janos-tornyai/wheatland-with-woman-of-shawl-1912,https://www.wikiart.org/en/janos-tornyai,"(157, 124, 96)"
57728943edc2cb38800d2c83,Magic Realism,Pierre Roy,"Boris Anrep in his Studio, 65 Boulevard Arago",1949,https://uploads3.wikiart.org/images/pierre-roy/boris-anrep-in-his-studio-65-boulevard-arago-1949.jpg,https://www.wikiart.org/en/pierre-roy/boris-anrep-in-his-studio-65-boulevard-arago-1949,https://www.wikiart.org/en/pierre-roy,"(59, 45, 26)"
57727f7bedc2cb3880ee1357,Cubism,Amadeo de Souza-Cardoso,Landscape,1912,https://uploads8.wikiart.org/images/amadeo-de-souza-cardoso/landscape-1912.jpg,https://www.wikiart.org/en/amadeo-de-souza-cardoso/landscape-1912,https://www.wikiart.org/en/amadeo-de-souza-cardoso,"(166, 155, 116)"
57727fb8edc2cb3880eecaef,Surrealism,Edward Weston,"Dunes, Oceano",1936,https://uploads1.wikiart.org/images/edward-weston/dunes-oceano-1936.jpg,https://www.wikiart.org/en/edward-weston/dunes-oceano-1936,https://www.wikiart.org/en/edward-weston,"(179, 175, 165)"
577284e2edc2cb3880ff2f1e,Neo-Expressionism,Manuel Neri,Figure with Legs Crossed,1991,https://uploads2.wikiart.org/images/manuel-neri/figure-with-legs-crossed-1991.jpg,https://www.wikiart.org/en/manuel-neri/figure-with-legs-crossed-1991,https://www.wikiart.org/en/manuel-neri,"(155, 161, 145)"
5772798fedc2cb3880dbc750,Northern Renaissance,Martin Schongauer,Ecce Homo,XV cent.,https://uploads6.wikiart.org/images/martin-schongauer/ecce-homo.jpg,https://www.wikiart.org/en/martin-schongauer/ecce-homo,https://www.wikiart.org/en/martin-schongauer,"(77, 75, 64)"
57728219edc2cb3880f6b0be,Neoclassicism,Vieira Portuense,S&#250;plica de In&#234;s de Castro,XVIII-XIX cent.,https://uploads3.wikiart.org/images/vieira-portuense/s-plica-de-in-s-de-castro.jpg,https://www.wikiart.org/en/vieira-portuense/s-plica-de-in-s-de-castro,https://www.wikiart.org/en/vieira-portuense,"(64, 42, 23)"
577283d0edc2cb3880fbe34c,Abstract Expressionism,Jock Macdonald,From a Riviera Window,1955,https://uploads2.wikiart.org/images/jock-macdonald/from-a-riviera-window-1955.jpg,https://www.wikiart.org/en/jock-macdonald/from-a-riviera-window-1955,https://www.wikiart.org/en/jock-macdonald,"(201, 193, 170)"
5772812dedc2cb3880f3ad4d,Cubism,Louis Marcoussis,La Table,1927,https://uploads0.wikiart.org/images/louis-marcoussis/la-table-1927.jpg,https://www.wikiart.org/en/louis-marcoussis/la-table-1927,https://www.wikiart.org/en/louis-marcoussis,"(98, 98, 88)"
57727cd1edc2cb3880e5de05,Impressionism,Max Liebermann,Woman and Her Goats in the Dunes,1890,https://uploads1.wikiart.org/images/max-liebermann/woman-with-goats.jpg,https://www.wikiart.org/en/max-liebermann/woman-with-goats,https://www.wikiart.org/en/max-liebermann,"(140, 126, 56)"
577280f3edc2cb3880f30270,Neo-Expressionism,Nyoman Masriadi,Save the Land,1998,https://uploads4.wikiart.org/images/nyoman-masriadi/save-the-land-1998.jpg,https://www.wikiart.org/en/nyoman-masriadi/save-the-land-1998,https://www.wikiart.org/en/nyoman-masriadi,"(195, 192, 194)"
57726ea4edc2cb3880b7e54e,Realism,Jean-Francois Millet,Harvesters Resting,1850-1853,https://uploads5.wikiart.org/images/jean-francois-millet/harvesters-resting-1853.jpg,https://www.wikiart.org/en/jean-francois-millet/harvesters-resting-1853,https://www.wikiart.org/en/jean-francois-millet,"(134, 95, 51)"
577287c8edc2cb388008244b,Neo-Expressionism,Nathan Oliveira,Golden Head,1986,https://uploads2.wikiart.org/images/nathan-oliveira/golden-head-1986.jpg,https://www.wikiart.org/en/nathan-oliveira/golden-head-1986,https://www.wikiart.org/en/nathan-oliveira,"(146, 109, 82)"
5772857fedc2cb38800120d4,Romanticism,John Hoppner,Mary Robinson as Perdita,1782,https://uploads3.wikiart.org/images/john-hoppner/mary-robinson-as-perdita-1782.jpg,https://www.wikiart.org/en/john-hoppner/mary-robinson-as-perdita-1782,https://www.wikiart.org/en/john-hoppner,"(198, 183, 156)"
57727b73edc2cb3880e18b92,Realism,Fyodor Vasilyev,Rye,1870,https://uploads7.wikiart.org/images/fyodor-vasilyev/rye.jpg,https://www.wikiart.org/en/fyodor-vasilyev/rye,https://www.wikiart.org/en/fyodor-vasilyev,"(210, 227, 223)"
57727d89edc2cb3880e7e8d7,High Renaissance,Andrea Solario,The Lute Player,XV-XVI cent.,https://uploads0.wikiart.org/images/andrea-solario/the-lute-player.jpg,https://www.wikiart.org/en/andrea-solario/the-lute-player,https://www.wikiart.org/en/andrea-solario,"(58, 47, 46)"
57727759edc2cb3880d461ff,Romanticism,Vasily Tropinin,Portrait of Alexander Pushkin,1827,https://uploads5.wikiart.org/images/vasily-tropinin/not_detected_241177.jpg,https://www.wikiart.org/en/vasily-tropinin/not_detected_241177,https://www.wikiart.org/en/vasily-tropinin,"(34, 33, 20)"
57727696edc2cb3880d1f359,Early Renaissance,Filippo Lippi,Annunciation,1443,https://uploads5.wikiart.org/images/filippo-lippi/annunciation.jpg,https://www.wikiart.org/en/filippo-lippi/annunciation,https://www.wikiart.org/en/filippo-lippi,"(63, 60, 62)"
577285e4edc2cb388002632f,Pop Art,Allen Jones,Table,1969,https://uploads1.wikiart.org/images/allen-jones/table-1969.jpg,https://www.wikiart.org/en/allen-jones/table-1969,https://www.wikiart.org/en/allen-jones,"(211, 210, 203)"
57726ecdedc2cb3880b8857f,Post-Impressionism,Paul Gauguin,The Seed of the Areoi,1892,https://uploads0.wikiart.org/images/paul-gauguin/the-seed-of-the-areoi-1892.jpg,https://www.wikiart.org/en/paul-gauguin/the-seed-of-the-areoi-1892,https://www.wikiart.org/en/paul-gauguin,"(53, 53, 65)"
5772845fedc2cb3880fdc0e9,Post-Impressionism,Santiago Rusinol,Terraced Garden in Mallorca,1911,https://uploads1.wikiart.org/images/santiago-rusinol/terraced-garden-in-mallorca-1911.jpg,https://www.wikiart.org/en/santiago-rusinol/terraced-garden-in-mallorca-1911,https://www.wikiart.org/en/santiago-rusinol,"(177, 159, 89)"
59839e9cedc2c9658c2f54cd,Lyrical Abstraction,Li CHEVALIER,Arrachement,XX cent.,https://uploads3.wikiart.org/00143/images/li-chevalier/arrachement.jpg,https://www.wikiart.org/en/li-chevalier/arrachement,https://www.wikiart.org/en/li-chevalier,"(200, 198, 167)"
57727043edc2cb3880bd8d6a,Realism,Camille Corot,Souvenir of Mortefontaine,1864,https://uploads5.wikiart.org/images/camille-corot/souvenir-of-mortefontaine-1864.jpg,https://www.wikiart.org/en/camille-corot/souvenir-of-mortefontaine-1864,https://www.wikiart.org/en/camille-corot,"(72, 54, 28)"
577281caedc2cb3880f59ad8,Neoclassicism,Gheorghe Tattarescu,"February 11th, 1866 - The Modern Romania",1866,https://uploads5.wikiart.org/images/gheorghe-tattarescu/february-11th-1866-the-modern-romania-1866.jpg,https://www.wikiart.org/en/gheorghe-tattarescu/february-11th-1866-the-modern-romania-1866,https://www.wikiart.org/en/gheorghe-tattarescu,"(135, 102, 81)"
577287c4edc2cb3880081d4b,Northern Renaissance,Nicholas Hilliard,Elizabeth I - The Pelican Portrait,1575,https://uploads7.wikiart.org/images/nicholas-hilliard/elizabeth-i-the-pelican-portrait-1575.jpg,https://www.wikiart.org/en/nicholas-hilliard/elizabeth-i-the-pelican-portrait-1575,https://www.wikiart.org/en/nicholas-hilliard,"(57, 45, 39)"
57728736edc2cb388006b3a6,Abstract Expressionism,William Turnbull,Head,1953,https://uploads5.wikiart.org/images/william-turnbull/head-1953.jpg,https://www.wikiart.org/en/william-turnbull/head-1953,https://www.wikiart.org/en/william-turnbull,"(195, 185, 173)"
577278cfedc2cb3880d93a9e,High Renaissance,Vittore Carpaccio,The Virgin Reading,1510,https://uploads2.wikiart.org/images/vittore-carpaccio/the-virgin-reading-1510.jpg,https://www.wikiart.org/en/vittore-carpaccio/the-virgin-reading-1510,https://www.wikiart.org/en/vittore-carpaccio,"(182, 169, 155)"
57727e83edc2cb3880eb0d2b,High Renaissance,Andrea Mantegna,Julius Caesar on a triumphal car,1490-1506,https://uploads5.wikiart.org/images/andrea-mantegna/julius-caesar-on-a-triumphal-car-1506.jpg,https://www.wikiart.org/en/andrea-mantegna/julius-caesar-on-a-triumphal-car-1506,https://www.wikiart.org/en/andrea-mantegna,"(64, 43, 35)"
577281a6edc2cb3880f510b1,Cubism,Lyonel Feininger,Jesuiten III (Jesuits III),1915,https://uploads7.wikiart.org/images/lyonel-feininger/jesuiten-iii-jesuits-iii-1915.jpg,https://www.wikiart.org/en/lyonel-feininger/jesuiten-iii-jesuits-iii-1915,https://www.wikiart.org/en/lyonel-feininger,"(68, 63, 57)"
577272d6edc2cb3880c69b39,Post-Impressionism,Paul Cezanne,Mont Sainte-Victoire,1895,https://uploads5.wikiart.org/images/paul-cezanne/mont-sainte-victoire-3.jpg,https://www.wikiart.org/en/paul-cezanne/mont-sainte-victoire-3,https://www.wikiart.org/en/paul-cezanne,"(147, 145, 84)"
57728a18edc2cb38800fd615,Romanticism,Charles Turner,Cyril Jackson,1811,https://uploads3.wikiart.org/images/charles-turner/cyril-jackson-1811.jpg,https://www.wikiart.org/en/charles-turner/cyril-jackson-1811,https://www.wikiart.org/en/charles-turner,"(191, 182, 165)"
57728261edc2cb3880f7748f,Rococo,Canaletto,Perspective with a Portico,1765,https://uploads2.wikiart.org/images/canaletto/perspective-with-a-portico-1765.jpg,https://www.wikiart.org/en/canaletto/perspective-with-a-portico-1765,https://www.wikiart.org/en/canaletto,"(56, 45, 42)"
57728108edc2cb3880f3227e,Rococo,Dmitry Levitzky,Portrait of Countess N. F. Vorontsova,1785,https://uploads3.wikiart.org/images/dmitry-levitzky/portrait-of-countess-n-f-vorontsova.jpg,https://www.wikiart.org/en/dmitry-levitzky/portrait-of-countess-n-f-vorontsova,https://www.wikiart.org/en/dmitry-levitzky,"(62, 40, 25)"
57728225edc2cb3880f6c23d,Art Informel,Julius Bissier,29.6.61 T,1961,https://uploads8.wikiart.org/images/julius-bissier/29-6-61-t-1961.jpg,https://www.wikiart.org/en/julius-bissier/29-6-61-t-1961,https://www.wikiart.org/en/julius-bissier,"(232, 225, 197)"
57727b79edc2cb3880e18fc4,Romanticism,George Stubbs,Mares and Foals in a River Landscape,1763-1768,https://uploads7.wikiart.org/images/george-stubbs/mares-and-foals-in-a-river-landscape-1768.jpg,https://www.wikiart.org/en/george-stubbs/mares-and-foals-in-a-river-landscape-1768,https://www.wikiart.org/en/george-stubbs,"(189, 198, 192)"
57728736edc2cb388006b406,Abstract Expressionism,William Turnbull,Horse,1954,https://uploads6.wikiart.org/images/william-turnbull/horse-1954.jpg,https://www.wikiart.org/en/william-turnbull/horse-1954,https://www.wikiart.org/en/william-turnbull,"(214, 204, 202)"
57728172edc2cb3880f46baf,Art Informel,Jean Rene Bazaine,Chicago (detail),1953,https://uploads7.wikiart.org/images/jean-rene-bazaine/chicago-detail-1953.jpg,https://www.wikiart.org/en/jean-rene-bazaine/chicago-detail-1953,https://www.wikiart.org/en/jean-rene-bazaine,"(216, 141, 107)"
577270e8edc2cb3880bfa325,Neo-Expressionism,Jean-Michel Basquiat,Bird on Money,1981,https://uploads4.wikiart.org/images/jean-michel-basquiat/bird-on-money.jpg,https://www.wikiart.org/en/jean-michel-basquiat/bird-on-money,https://www.wikiart.org/en/jean-michel-basquiat,"(203, 166, 110)"
577279ceedc2cb3880dc81af,Expressionism,Franz Marc,Blue Fox,1911,https://uploads3.wikiart.org/images/franz-marc/blue-fox-1911.jpg,https://www.wikiart.org/en/franz-marc/blue-fox-1911,https://www.wikiart.org/en/franz-marc,"(75, 80, 53)"
57727802edc2cb3880d64fcf,Surrealism,Balthus,Children,1937,https://uploads0.wikiart.org/images/balthus/children-1937.jpg,https://www.wikiart.org/en/balthus/children-1937,https://www.wikiart.org/en/balthus,"(57, 51, 19)"
57727029edc2cb3880bd081a,High Renaissance,Pietro Perugino,The vision of St. Bernard,1493,https://uploads1.wikiart.org/images/pietro-perugino/the-vision-of-st-bernard.jpg,https://www.wikiart.org/en/pietro-perugino/the-vision-of-st-bernard,https://www.wikiart.org/en/pietro-perugino,"(90, 77, 60)"
577283cbedc2cb3880fbda39,Abstract Expressionism,Aaron Siskind,Feet 102,1957,https://uploads6.wikiart.org/images/aaron-siskind/feet-102-1957.jpg,https://www.wikiart.org/en/aaron-siskind/feet-102-1957,https://www.wikiart.org/en/aaron-siskind,"(241, 241, 241)"
5772839fedc2cb3880fb4537,Impressionism,Henry Herbert La Thangue,"Farm Near Horsey, Norfolk",1885,https://uploads6.wikiart.org/images/henry-herbert-la-thangue/farm-near-horsey-norfolk-1885.jpg,https://www.wikiart.org/en/henry-herbert-la-thangue/farm-near-horsey-norfolk-1885,https://www.wikiart.org/en/henry-herbert-la-thangue,"(128, 123, 70)"
57727f93edc2cb3880ee394c,Post-Impressionism,Stefan Luchian,Interior (Lorica),1913,https://uploads5.wikiart.org/images/stefan-luchian/interior-lorica-1913.jpg,https://www.wikiart.org/en/stefan-luchian/interior-lorica-1913,https://www.wikiart.org/en/stefan-luchian,"(167, 79, 34)"
57727ec7edc2cb3880ec220c,Neoclassicism,Yannoulis Chalepas,"Mercury, Venus and Pegasus",1933,https://uploads1.wikiart.org/images/yannoulis-chalepas/mercury-venus-and-pegasus-1933.jpg,https://www.wikiart.org/en/yannoulis-chalepas/mercury-venus-and-pegasus-1933,https://www.wikiart.org/en/yannoulis-chalepas,"(188, 188, 192)"
