ID,Category,Artist,Title,Year,Image URL,Painting Info URL,Artist Info URL,dcolor,rgb,palette,dcname
577285b4edc2cb388001c741,Pop Art,Patrick Procktor,"Back Bay in Bombay from the &#39;India, Mother&#39; suite of 7 aquatints",1970,https://uploads8.wikiart.org/images/patrick-procktor/back-bay-in-bombay-from-the-india-mother-suite-of-7-aquatints-1970.jpg,https://www.wikiart.org/en/patrick-procktor/back-bay-in-bombay-from-the-india-mother-suite-of-7-aquatints-1970,https://www.wikiart.org/en/patrick-procktor,"(158, 169, 184)","[(152, 164, 181), (42, 63, 129), (76, 84, 144), (92, 100, 124)]","['darkgray', 'darkslateblue', 'darkslateblue', 'dimgray']",darkgray
5772898cedc2cb38800df3fd,Rococo,George Romney,Admiral John Forbes (1714–1796),1778,https://uploads0.wikiart.org/images/george-romney/admiral-john-forbes-1714-1796-1778.jpg,https://www.wikiart.org/en/george-romney/admiral-john-forbes-1714-1796-1778,https://www.wikiart.org/en/george-romney,"(47, 48, 44)","[(53, 54, 48), (161, 152, 111), (130, 133, 98), (122, 121, 108)]","['darkslategray', 'darkkhaki', 'gray', 'gray']",darkslategray
5772849eedc2cb3880fe72ab,Color Field Painting,Ron Gorchov,Untitled,1968,https://uploads4.wikiart.org/images/ron-gorchov/untitled-1968.jpg,https://www.wikiart.org/en/ron-gorchov/untitled-1968,https://www.wikiart.org/en/ron-gorchov,"(24, 116, 186)","[(24, 115, 186), (224, 88, 41), (15, 34, 31), (60, 60, 100)]","['steelblue', 'chocolate', 'black', 'darkslategray']",steelblue
577282b3edc2cb3880f89e19,Color Field Painting,Louis Cane,Toile d&#233;coup&#233;e,1976,https://uploads0.wikiart.org/images/louis-cane/toile-d-coup-e-1976.jpg,https://www.wikiart.org/en/louis-cane/toile-d-coup-e-1976,https://www.wikiart.org/en/louis-cane,"(107, 62, 98)","[(107, 62, 98), (242, 237, 241), (172, 146, 164), (164, 148, 164)]","['dimgray', 'whitesmoke', 'darkgray', 'darkgray']",dimgray
577284a7edc2cb3880fe813a,Cubism,Francis Picabia,Dances at the Spring,1912,https://uploads2.wikiart.org/images/francis-picabia/dances-at-the-spring-1912.jpg,https://www.wikiart.org/en/francis-picabia/dances-at-the-spring-1912,https://www.wikiart.org/en/francis-picabia,"(178, 104, 70)","[(178, 104, 70), (52, 42, 37), (235, 205, 179), (219, 178, 156)]","['indianred', 'darkslategray', 'wheat', 'tan']",indianred
57727ca4edc2cb3880e54008,Early Renaissance,Domenico Veneziano,Madonna and Child,1435,https://uploads6.wikiart.org/images/domenico-veneziano/madonna-and-child.jpg,https://www.wikiart.org/en/domenico-veneziano/madonna-and-child,https://www.wikiart.org/en/domenico-veneziano,"(68, 68, 67)","[(84, 80, 74), (199, 171, 127), (167, 175, 160), (151, 159, 166)]","['darkslategray', 'tan', 'darkgray', 'darkgray']",darkslategray
57726ff3edc2cb3880bc56a7,Neoclassicism,Jacques-Louis David,"The Consecration of the Emperor Napoleon and the Coronation of the Empress Josephine by Pope Pius VII, 2nd December 1804",1807,https://uploads6.wikiart.org/images/jacques-louis-david/the-consecration-of-the-emperor-napoleon-and-the-coronation-of-the-empress-josephine-by-pope-1807.jpg,https://www.wikiart.org/en/jacques-louis-david/the-consecration-of-the-emperor-napoleon-and-the-coronation-of-the-empress-josephine-by-pope-1807,https://www.wikiart.org/en/jacques-louis-david,"(60, 37, 25)","[(73, 48, 32), (199, 175, 121), (163, 156, 103), (164, 148, 124)]","['darkslategray', 'darkkhaki', 'darkkhaki', 'rosybrown']",darkslategray
577288deedc2cb38800bdf0f,Art Informel,Karl Otto Gotz,Untitled,1958,https://uploads7.wikiart.org/images/karl-otto-gotz/untitled-1958.jpg,https://www.wikiart.org/en/karl-otto-gotz/untitled-1958,https://www.wikiart.org/en/karl-otto-gotz,"(220, 196, 192)","[(217, 194, 190), (58, 46, 45), (155, 90, 93), (126, 108, 100)]","['silver', 'darkslategray', 'sienna', 'dimgray']",thistle
57726e25edc2cb3880b60a8b,Expressionism,Edvard Munch,The Sick Child (later),1907,https://uploads2.wikiart.org/images/edvard-munch/the-sick-child-1886.jpg,https://www.wikiart.org/en/edvard-munch/the-sick-child-1886,https://www.wikiart.org/en/edvard-munch,"(71, 69, 63)","[(76, 74, 68), (203, 181, 158), (149, 168, 134), (150, 172, 171)]","['darkslategray', 'tan', 'darkseagreen', 'darkgray']",darkslategray
577288ddedc2cb38800bde1d,Minimalism,Herbert Zangs,Peinture-Relief,1955,https://uploads4.wikiart.org/images/herbert-zangs/peinture-relief-1955.jpg,https://www.wikiart.org/en/herbert-zangs/peinture-relief-1955,https://www.wikiart.org/en/herbert-zangs,"(200, 191, 187)","[(201, 193, 189), (157, 148, 142), (143, 130, 119), (156, 156, 148)]","['silver', 'rosybrown', 'gray', 'darkgray']",silver
577287d9edc2cb38800895a7,Neo-Expressionism,Joan Brown,Self Portrait with Cloud &amp; Cigarette,1964,https://uploads2.wikiart.org/images/joan-brown/self-portrait-with-cloud-cigarette-1964.jpg,https://www.wikiart.org/en/joan-brown/self-portrait-with-cloud-cigarette-1964,https://www.wikiart.org/en/joan-brown,"(174, 117, 71)","[(174, 117, 71), (37, 35, 30), (220, 185, 154), (92, 47, 22)]","['peru', 'black', 'tan', 'saddlebrown']",peru
57727dd9edc2cb3880e90d51,Baroque,Adriaen van de Venne,Princes Maurits and Frederik Hendrik of Orange at the Valkenburg horse fair,1618,https://uploads3.wikiart.org/images/adriaen-van-de-venne/princes-maurits-and-frederik-hendrik-of-orange-at-the-valkenburg-horse-fair.jpg,https://www.wikiart.org/en/adriaen-van-de-venne/princes-maurits-and-frederik-hendrik-of-orange-at-the-valkenburg-horse-fair,https://www.wikiart.org/en/adriaen-van-de-venne,"(53, 45, 26)","[(60, 51, 31), (200, 190, 157), (146, 163, 153), (117, 141, 142)]","['darkslategray', 'tan', 'darkseagreen', 'lightslategray']",darkslategray
57726f83edc2cb3880bb117d,Realism,Honore Daumier,Don Quixote and Sancho Pansa Having a Rest under a Tree,1855,https://uploads4.wikiart.org/images/honore-daumier/don-quixote-and-sancho-pansa-having-a-rest-under-a-tree.jpg,https://www.wikiart.org/en/honore-daumier/don-quixote-and-sancho-pansa-having-a-rest-under-a-tree-1855,https://www.wikiart.org/en/honore-daumier,"(205, 206, 189)","[(53, 47, 54), (205, 206, 189), (147, 154, 139), (131, 137, 158)]","['darkslategray', 'silver', 'gray', 'lightslategray']",silver
577286cdedc2cb3880056d93,Abstract Art,Victor Servranckx,Red Rotation,1922,https://uploads5.wikiart.org/images/victor-servranckx/red-rotation-1922.jpg,https://www.wikiart.org/en/victor-servranckx/red-rotation-1922,https://www.wikiart.org/en/victor-servranckx,"(66, 43, 38)","[(89, 60, 46), (211, 199, 156), (181, 84, 57), (173, 156, 157)]","['darkolivegreen', 'tan', 'sienna', 'darkgray']",darkslategray
57728742edc2cb388006c6c8,Art Informel,Antonio Areal,Opus II n&#186; 40,1961,https://uploads1.wikiart.org/images/antonio-areal/opus-ii-n-40-1961.jpg,https://www.wikiart.org/en/antonio-areal/opus-ii-n-40-1961,https://www.wikiart.org/en/antonio-areal,"(187, 167, 133)","[(187, 167, 133), (22, 20, 16), (93, 74, 46), (113, 94, 53)]","['rosybrown', 'black', 'darkolivegreen', 'darkolivegreen']",rosybrown
577284fbedc2cb3880ffab14,Neo-Expressionism,Corneille,Planets,1974,https://uploads1.wikiart.org/images/corneille/planets-1974.jpg,https://www.wikiart.org/en/corneille/planets-1974,https://www.wikiart.org/en/corneille,"(202, 126, 85)","[(57, 59, 40), (202, 126, 85), (39, 58, 148), (135, 164, 125)]","['darkslategray', 'peru', 'darkslateblue', 'darkseagreen']",peru
577287afedc2cb388007fc5b,Minimalism,Antonio Calderara,Spazio Luce,1961,https://uploads4.wikiart.org/images/antonio-calderara/spazio-luce-1961.jpg,https://www.wikiart.org/en/antonio-calderara/spazio-luce-1961,https://www.wikiart.org/en/antonio-calderara,"(6, 114, 137)","[(7, 116, 139), (4, 91, 107), (4, 92, 116), (37, 139, 165)]","['teal', 'teal', 'teal', 'steelblue']",teal
57728459edc2cb3880fdb65d,Lyrical Abstraction,Afro,Figure,XX cent.,https://uploads8.wikiart.org/images/afro/figure.jpg,https://www.wikiart.org/en/afro/figure,https://www.wikiart.org/en/afro,"(204, 193, 190)","[(197, 182, 180), (158, 46, 41), (48, 33, 33), (172, 111, 69)]","['silver', 'brown', 'darkslategray', 'sienna']",silver
5772819cedc2cb3880f501c7,Surrealism,Eileen Agar,The Reaper,1938,https://uploads6.wikiart.org/images/eileen-agar/the-reaper-1938.jpg,https://www.wikiart.org/en/eileen-agar/the-reaper-1938,https://www.wikiart.org/en/eileen-agar,"(224, 206, 197)","[(221, 203, 194), (56, 27, 60), (115, 43, 37), (174, 106, 86)]","['lightgray', 'darkslategray', 'saddlebrown', 'indianred']",lightgray
577286a6edc2cb388004df04,Minimalism,Lynda Benglis,Corner Piece,1969,https://uploads1.wikiart.org/images/lynda-benglis/corner-piece-1969.jpg,https://www.wikiart.org/en/lynda-benglis/corner-piece-1969,https://www.wikiart.org/en/lynda-benglis,"(152, 59, 25)","[(155, 62, 24), (41, 54, 53), (240, 177, 38), (200, 168, 180)]","['saddlebrown', 'darkslategray', 'goldenrod', 'silver']",saddlebrown
57727fe2edc2cb3880ef5ab8,Color Field Painting,Alma Woodsey Thomas,Atmospheric Effects I,1970,https://uploads7.wikiart.org/images/alma-woodsey-thomas/atmospheric-effects-i-1970.jpg,https://www.wikiart.org/en/alma-woodsey-thomas/atmospheric-effects-i-1970,https://www.wikiart.org/en/alma-woodsey-thomas,"(17, 32, 65)","[(17, 33, 66), (196, 157, 125), (112, 149, 195), (75, 111, 174)]","['midnightblue', 'rosybrown', 'cadetblue', 'steelblue']",midnightblue
57727014edc2cb3880bce964,Baroque,Francisco de Zurbaran,St. Apollonia,1636,https://uploads6.wikiart.org/images/francisco-zurbaran/st-apollonia-1636.jpg,https://www.wikiart.org/en/francisco-de-zurbaran/st-apollonia-1636,https://www.wikiart.org/en/francisco-de-zurbaran,"(227, 187, 141)","[(41, 37, 37), (228, 188, 142), (137, 154, 118), (137, 137, 140)]","['darkslategray', 'burlywood', 'gray', 'gray']",burlywood
57726f48edc2cb3880ba012f,Romanticism,Francisco Goya,Charles IV of Spain and his family,1800,https://uploads6.wikiart.org/images/francisco-goya/charles-iv-of-spain-and-his-family-1800.jpg,https://www.wikiart.org/en/francisco-goya/charles-iv-of-spain-and-his-family-1800,https://www.wikiart.org/en/francisco-goya,"(38, 21, 21)","[(52, 31, 28), (192, 137, 110), (144, 138, 128), (100, 116, 138)]","['black', 'rosybrown', 'gray', 'slategray']",black
577271d3edc2cb3880c2e4cf,Romanticism,Orest Kiprensky,Portrait of Alexander Pushkin,1827,https://uploads2.wikiart.org/images/orest-kiprensky/portrait-of-alexander-pushkin-1827.jpg,https://www.wikiart.org/en/orest-kiprensky/portrait-of-alexander-pushkin-1827,https://www.wikiart.org/en/orest-kiprensky,"(47, 32, 10)","[(63, 43, 12), (198, 140, 60), (154, 148, 94), (145, 134, 121)]","['darkolivegreen', 'peru', 'gray', 'gray']",black
577284e7edc2cb3880ff375a,Post-Impressionism,Roger Fry,"View on the Cote d&#39;Azur, Menton",1916,https://uploads6.wikiart.org/images/roger-fry/view-on-the-cote-d-azur-menton-1916.jpg,https://www.wikiart.org/en/roger-fry/view-on-the-cote-d-azur-menton-1916,https://www.wikiart.org/en/roger-fry,"(127, 94, 71)","[(127, 94, 70), (48, 53, 37), (200, 168, 130), (203, 123, 87)]","['dimgray', 'darkslategray', 'tan', 'peru']",dimgray
57726e47edc2cb3880b699f7,Realism,Charles-Francois Daubigny,French Coastal Scene,1868,https://uploads3.wikiart.org/images/charles-francois-daubigny/french-coastal-scene-1868.jpg,https://www.wikiart.org/en/charles-francois-daubigny/french-coastal-scene-1868,https://www.wikiart.org/en/charles-francois-daubigny,"(151, 120, 105)","[(150, 118, 104), (40, 27, 24), (221, 195, 152), (196, 164, 172)]","['gray', 'black', 'burlywood', 'darkgray']",gray
57728984edc2cb38800de804,Rococo,Joseph-Marie Vien,Greek Woman at the Bath,1767,https://uploads7.wikiart.org/images/joseph-marie-vien/greek-woman-at-the-bath-1767.jpg,https://www.wikiart.org/en/joseph-marie-vien/greek-woman-at-the-bath-1767,https://www.wikiart.org/en/joseph-marie-vien,"(65, 55, 30)","[(79, 65, 36), (210, 181, 123), (90, 128, 146), (156, 168, 146)]","['darkolivegreen', 'tan', 'slategray', 'darkseagreen']",darkslategray
57727023edc2cb3880bcfefa,Early Renaissance,Pietro Perugino,Christ Handing the Keys to St. Peter,1481-1482,https://uploads8.wikiart.org/images/pietro-perugino/christ-handing-the-keys-to-st-peter-1482.jpg,https://www.wikiart.org/en/pietro-perugino/christ-handing-the-keys-to-st-peter-1482,https://www.wikiart.org/en/pietro-perugino,"(79, 70, 70)","[(92, 82, 81), (218, 203, 195), (177, 173, 175), (157, 155, 176)]","['dimgray', 'lightgray', 'darkgray', 'darkgray']",darkslategray
5772842cedc2cb3880fd1c07,Art Informel,Willi Baumeister,Monturi with Red and Blue,1953,https://uploads8.wikiart.org/images/willi-baumeister/monturi-with-red-and-blue-1953.jpg,https://www.wikiart.org/en/willi-baumeister/monturi-with-red-and-blue-1953,https://www.wikiart.org/en/willi-baumeister,"(233, 232, 227)","[(229, 230, 226), (43, 52, 58), (244, 65, 52), (237, 211, 47)]","['gainsboro', 'darkslategray', 'tomato', 'gold']",linen
57727ffeedc2cb3880efda19,Expressionism,Tivadar Kosztka Csontvary,Teacher in Morocco,1908,https://uploads1.wikiart.org/images/tivadar-kosztka-csontvary/teacher-in-morocco-1908.jpg,https://www.wikiart.org/en/tivadar-kosztka-csontvary/teacher-in-morocco-1908,https://www.wikiart.org/en/tivadar-kosztka-csontvary,"(107, 109, 88)","[(98, 101, 83), (127, 176, 143), (183, 163, 126), (119, 156, 159)]","['dimgray', 'darkseagreen', 'rosybrown', 'lightslategray']",dimgray
577283d7edc2cb3880fbee6c,Abstract Expressionism,Marcel Barbeau,Virgin Forest,1948,https://uploads3.wikiart.org/images/marcel-barbeau/virgin-forest-1948.jpg,https://www.wikiart.org/en/marcel-barbeau/virgin-forest-1948,https://www.wikiart.org/en/marcel-barbeau,"(70, 62, 54)","[(80, 75, 66), (188, 202, 189), (181, 146, 123), (139, 163, 164)]","['darkslategray', 'silver', 'rosybrown', 'darkgray']",darkslategray
57728204edc2cb3880f63d8a,Abstract Art,S. H. Raza,Clocher du Village,1958,https://uploads1.wikiart.org/images/syed-haider-raza/clocher-du-village-1958.jpg,https://www.wikiart.org/en/s-h-raza/clocher-du-village-1958,https://www.wikiart.org/en/s-h-raza,"(38, 44, 45)","[(48, 49, 48), (184, 118, 82), (140, 162, 150), (91, 126, 162)]","['darkslategray', 'peru', 'darkseagreen', 'slategray']",darkslategray
57728228edc2cb3880f6c6a5,Post-Impressionism,Janos Tornyai,Wheatland with Woman of Shawl,1912,https://uploads0.wikiart.org/images/janos-tornyai/wheatland-with-woman-of-shawl-1912.jpg,https://www.wikiart.org/en/janos-tornyai/wheatland-with-woman-of-shawl-1912,https://www.wikiart.org/en/janos-tornyai,"(157, 124, 96)","[(157, 123, 95), (211, 205, 179), (65, 49, 45), (132, 159, 182)]","['gray', 'silver', 'darkslategray', 'lightslategray']",gray
57728943edc2cb38800d2c83,Magic Realism,Pierre Roy,"Boris Anrep in his Studio, 65 Boulevard Arago",1949,https://uploads3.wikiart.org/images/pierre-roy/boris-anrep-in-his-studio-65-boulevard-arago-1949.jpg,https://www.wikiart.org/en/pierre-roy/boris-anrep-in-his-studio-65-boulevard-arago-1949,https://www.wikiart.org/en/pierre-roy,"(59, 45, 26)","[(72, 54, 31), (187, 152, 113), (154, 150, 125), (139, 136, 142)]","['darkolivegreen', 'rosybrown', 'gray', 'gray']",darkslategray
57727f7bedc2cb3880ee1357,Cubism,Amadeo de Souza-Cardoso,Landscape,1912,https://uploads8.wikiart.org/images/amadeo-de-souza-cardoso/landscape-1912.jpg,https://www.wikiart.org/en/amadeo-de-souza-cardoso/landscape-1912,https://www.wikiart.org/en/amadeo-de-souza-cardoso,"(166, 155, 116)","[(158, 150, 112), (61, 80, 58), (123, 93, 47), (106, 67, 37)]","['gray', 'darkslategray', 'sienna', 'saddlebrown']",rosybrown
57727fb8edc2cb3880eecaef,Surrealism,Edward Weston,"Dunes, Oceano",1936,https://uploads1.wikiart.org/images/edward-weston/dunes-oceano-1936.jpg,https://www.wikiart.org/en/edward-weston/dunes-oceano-1936,https://www.wikiart.org/en/edward-weston,"(179, 175, 165)","[(35, 32, 29), (180, 175, 165), (142, 137, 127), (133, 123, 124)]","['black', 'darkgray', 'gray', 'gray']",darkgray
577284e2edc2cb3880ff2f1e,Neo-Expressionism,Manuel Neri,Figure with Legs Crossed,1991,https://uploads2.wikiart.org/images/manuel-neri/figure-with-legs-crossed-1991.jpg,https://www.wikiart.org/en/manuel-neri/figure-with-legs-crossed-1991,https://www.wikiart.org/en/manuel-neri,"(155, 161, 145)","[(165, 171, 156), (56, 58, 52), (72, 91, 85), (85, 83, 79)]","['darkgray', 'darkslategray', 'darkslategray', 'darkslategray']",darkgray
5772798fedc2cb3880dbc750,Northern Renaissance,Martin Schongauer,Ecce Homo,XV cent.,https://uploads6.wikiart.org/images/martin-schongauer/ecce-homo.jpg,https://www.wikiart.org/en/martin-schongauer/ecce-homo,https://www.wikiart.org/en/martin-schongauer,"(77, 75, 64)","[(88, 86, 74), (237, 237, 222), (196, 195, 169), (171, 172, 151)]","['darkolivegreen', 'beige', 'silver', 'darkgray']",darkslategray
57728219edc2cb3880f6b0be,Neoclassicism,Vieira Portuense,S&#250;plica de In&#234;s de Castro,XVIII-XIX cent.,https://uploads3.wikiart.org/images/vieira-portuense/s-plica-de-in-s-de-castro.jpg,https://www.wikiart.org/en/vieira-portuense/s-plica-de-in-s-de-castro,https://www.wikiart.org/en/vieira-portuense,"(64, 42, 23)","[(77, 52, 25), (202, 159, 75), (157, 150, 117), (105, 121, 128)]","['darkolivegreen', 'peru', 'gray', 'slategray']",darkslategray
577283d0edc2cb3880fbe34c,Abstract Expressionism,Jock Macdonald,From a Riviera Window,1955,https://uploads2.wikiart.org/images/jock-macdonald/from-a-riviera-window-1955.jpg,https://www.wikiart.org/en/jock-macdonald/from-a-riviera-window-1955,https://www.wikiart.org/en/jock-macdonald,"(201, 193, 170)","[(192, 182, 163), (52, 51, 52), (151, 68, 48), (189, 143, 59)]","['darkgray', 'darkslategray', 'sienna', 'peru']",silver
5772812dedc2cb3880f3ad4d,Cubism,Louis Marcoussis,La Table,1927,https://uploads0.wikiart.org/images/louis-marcoussis/la-table-1927.jpg,https://www.wikiart.org/en/louis-marcoussis/la-table-1927,https://www.wikiart.org/en/louis-marcoussis,"(98, 98, 88)","[(94, 96, 88), (206, 193, 187), (167, 183, 151), (159, 167, 173)]","['dimgray', 'silver', 'darkgray', 'darkgray']",dimgray
57727cd1edc2cb3880e5de05,Impressionism,Max Liebermann,Woman and Her Goats in the Dunes,1890,https://uploads1.wikiart.org/images/max-liebermann/woman-with-goats.jpg,https://www.wikiart.org/en/max-liebermann/woman-with-goats,https://www.wikiart.org/en/max-liebermann,"(140, 126, 56)","[(146, 129, 58), (24, 45, 25), (210, 212, 199), (94, 65, 22)]","['olivedrab', 'black', 'lightgray', 'saddlebrown']",olivedrab
577280f3edc2cb3880f30270,Neo-Expressionism,Nyoman Masriadi,Save the Land,1998,https://uploads4.wikiart.org/images/nyoman-masriadi/save-the-land-1998.jpg,https://www.wikiart.org/en/nyoman-masriadi/save-the-land-1998,https://www.wikiart.org/en/nyoman-masriadi,"(195, 192, 194)","[(182, 176, 180), (37, 20, 21), (92, 66, 71), (113, 86, 81)]","['darkgray', 'black', 'darkslategray', 'dimgray']",silver
57726ea4edc2cb3880b7e54e,Realism,Jean-Francois Millet,Harvesters Resting,1850-1853,https://uploads5.wikiart.org/images/jean-francois-millet/harvesters-resting-1853.jpg,https://www.wikiart.org/en/jean-francois-millet/harvesters-resting-1853,https://www.wikiart.org/en/jean-francois-millet,"(134, 95, 51)","[(143, 102, 56), (43, 30, 14), (242, 191, 127), (192, 164, 140)]","['sienna', 'black', 'burlywood', 'rosybrown']",sienna
577287c8edc2cb388008244b,Neo-Expressionism,Nathan Oliveira,Golden Head,1986,https://uploads2.wikiart.org/images/nathan-oliveira/golden-head-1986.jpg,https://www.wikiart.org/en/nathan-oliveira/golden-head-1986,https://www.wikiart.org/en/nathan-oliveira,"(146, 109, 82)","[(146, 109, 82), (171, 161, 141), (102, 42, 29), (64, 35, 27)]","['dimgray', 'rosybrown', 'saddlebrown', 'darkslategray']",dimgray
5772857fedc2cb38800120d4,Romanticism,John Hoppner,Mary Robinson as Perdita,1782,https://uploads3.wikiart.org/images/john-hoppner/mary-robinson-as-perdita-1782.jpg,https://www.wikiart.org/en/john-hoppner/mary-robinson-as-perdita-1782,https://www.wikiart.org/en/john-hoppner,"(198, 183, 156)","[(38, 27, 23), (198, 183, 156), (144, 143, 121), (128, 131, 132)]","['black', 'tan', 'gray', 'gray']",tan
57727b73edc2cb3880e18b92,Realism,Fyodor Vasilyev,Rye,1870,https://uploads7.wikiart.org/images/fyodor-vasilyev/rye.jpg,https://www.wikiart.org/en/fyodor-vasilyev/rye,https://www.wikiart.org/en/fyodor-vasilyev,"(210, 227, 223)","[(208, 226, 222), (184, 140, 41), (60, 56, 19), (128, 80, 12)]","['gainsboro', 'darkgoldenrod', 'darkolivegreen', 'saddlebrown']",gainsboro
57727d89edc2cb3880e7e8d7,High Renaissance,Andrea Solario,The Lute Player,XV-XVI cent.,https://uploads0.wikiart.org/images/andrea-solario/the-lute-player.jpg,https://www.wikiart.org/en/andrea-solario/the-lute-player,https://www.wikiart.org/en/andrea-solario,"(58, 47, 46)","[(65, 52, 49), (176, 156, 112), (145, 142, 98), (126, 125, 126)]","['darkslategray', 'darkkhaki', 'gray', 'gray']",darkslategray
57727759edc2cb3880d461ff,Romanticism,Vasily Tropinin,Portrait of Alexander Pushkin,1827,https://uploads5.wikiart.org/images/vasily-tropinin/not_detected_241177.jpg,https://www.wikiart.org/en/vasily-tropinin/not_detected_241177,https://www.wikiart.org/en/vasily-tropinin,"(34, 33, 20)","[(37, 35, 21), (215, 169, 89), (137, 150, 99), (136, 136, 124)]","['black', 'sandybrown', 'gray', 'gray']",black
57727696edc2cb3880d1f359,Early Renaissance,Filippo Lippi,Annunciation,1443,https://uploads5.wikiart.org/images/filippo-lippi/annunciation.jpg,https://www.wikiart.org/en/filippo-lippi/annunciation,https://www.wikiart.org/en/filippo-lippi,"(63, 60, 62)","[(78, 71, 71), (201, 188, 175), (161, 165, 166), (133, 143, 169)]","['darkslategray', 'silver', 'darkgray', 'lightslategray']",darkslategray
